시설명,위도,경도,시설용도분류,도로명주소,기타,설명,종류
정동병원,37.50496,126.94945,FU_BD,서울특별시 동작구 양녕로 283,,의료 서비스를 제공하는 곳,의료시설
의료법인덕수의료재단보라매요양병원,37.498814,126.92069,FU_BD,서울특별시 동작구 여의대방로 134,,의료 서비스를 제공하는 곳,의료시설
기분좋은한방병원,37.497707,126.92538,FU_BD,서울특별시 동작구 여의대방로22길 98,,의료 서비스를 제공하는 곳,의료시설
청화병원,37.507145,126.94017,FU_BD,서울특별시 동작구 장승배기로 108,,의료 서비스를 제공하는 곳,의료시설
중앙대학교병원,37.50705,126.96086,FU_BD,서울특별시 동작구 흑석로 102,,의료 서비스를 제공하는 곳,의료시설
연세한강병원,37.539425,126.94479,FU_BD,서울특별시 마포구 마포대로 25,,의료 서비스를 제공하는 곳,의료시설
한그루치과병원,37.541935,126.949814,FU_BD,서울특별시 마포구 마포대로 78,,의료 서비스를 제공하는 곳,의료시설
세솟는정형외과병원,37.552345,126.93703,FU_BD,서울특별시 마포구 백범로 26,,의료 서비스를 제공하는 곳,의료시설
신촌연세병원,37.552464,126.93366,FU_BD,서울특별시 마포구 서강로 110,,의료 서비스를 제공하는 곳,의료시설
능골어린이공원,37.506897,126.85425,FU_BI,서울특별시 구로구 고척로51길 46,,산책과 휴식을 위한 공간,자연/휴식
오금공원,37.50498,126.86623,FU_BI,서울특별시 구로구 중앙로14가길 93,,산책과 휴식을 위한 공간,자연/휴식
성은빌딩,37.493183,126.98984,FU_BA,서울특별시 서초구 방배로 225,,역할 정보가 없습니다.,기타
삭새공원,37.49624,126.82532,FU_BI,서울특별시 구로구 부일로9길 78,,산책과 휴식을 위한 공간,자연/휴식
미래사랑공원,37.510212,126.88896,FU_BI,서울특별시 구로구 경인로 661,,산책과 휴식을 위한 공간,자연/휴식
신도림공원,37.51075,126.88839,FU_BI,서울특별시 구로구 경인로65길 16-15,,산책과 휴식을 위한 공간,자연/휴식
온수공원,37.49471,126.8177,FU_BI,서울특별시 구로구 부일로1나길 18-8,,산책과 휴식을 위한 공간,자연/휴식
조마공원,37.47558,126.89573,FU_BI,서울특별시 금천구 시흥대로149가길 6,,산책과 휴식을 위한 공간,자연/휴식
마포요양병원,37.564087,126.90872,FU_BD,서울특별시 마포구 성산로 128,,의료 서비스를 제공하는 곳,의료시설
위비앙병원,37.556927,126.952446,FU_BD,서울특별시 마포구 신촌로 240,,의료 서비스를 제공하는 곳,의료시설
한창한방병원,37.54853,126.923416,FU_BD,서울특별시 마포구 와우산로 48,,의료 서비스를 제공하는 곳,의료시설
푸르메재단 넥슨어린이재활병원,37.584694,126.8806,FU_BD,서울특별시 마포구 월드컵북로 494,,의료 서비스를 제공하는 곳,의료시설
강북연세요양병원,37.56613,126.927574,FU_BD,서울특별시 서대문구 성산로 335,,의료 서비스를 제공하는 곳,의료시설
의료법인제민의료재단동서한방병원,37.56463,126.93016,FU_BD,서울특별시 서대문구 성산로 365-14,,의료 서비스를 제공하는 곳,의료시설
재단법인대성병원,37.588898,126.94582,FU_BD,서울특별시 서대문구 세무서길 20,,의료 서비스를 제공하는 곳,의료시설
활명한방병원,37.57291,126.90838,FU_BD,서울특별시 서대문구 수색로 102,,의료 서비스를 제공하는 곳,의료시설
사랑요양병원,37.574173,126.90564,FU_BD,서울특별시 서대문구 수색로 131,,의료 서비스를 제공하는 곳,의료시설
가자연세병원,37.568924,126.9166,FU_BD,서울특별시 서대문구 수색로 18,,의료 서비스를 제공하는 곳,의료시설
의료법인 원중의료재단 우리내일병원,37.55768,126.95704,FU_BD,서울특별시 서대문구 신촌로37길 10,,의료 서비스를 제공하는 곳,의료시설
연세대학교치과대학치과병원,37.563087,126.941765,FU_BD,서울특별시 서대문구 연세로 50,,의료 서비스를 제공하는 곳,의료시설
연세대학교의과대학세브란스병원,37.562256,126.94102,FU_BD,서울특별시 서대문구 연세로 50,,의료 서비스를 제공하는 곳,의료시설
잎사귀치과병원,37.556572,126.93543,FU_BD,서울특별시 서대문구 연세로5길 26,,의료 서비스를 제공하는 곳,의료시설
의료법인동신의료재단 동신병원,37.581314,126.9365,FU_BD,서울특별시 서대문구 연희로 272,,의료 서비스를 제공하는 곳,의료시설
고도일병원,37.507027,127.022766,FU_BD,서울특별시 서초구 강남대로 505,,의료 서비스를 제공하는 곳,의료시설
이건목원리한방병원,37.494102,126.98319,FU_BD,서울특별시 서초구 동작대로 196,,의료 서비스를 제공하는 곳,의료시설
올바로병원,37.48622,127.004456,FU_BD,서울특별시 서초구 명달로 102,,의료 서비스를 제공하는 곳,의료시설
참포도나무병원,37.47993,127.038666,FU_BD,서울특별시 서초구 바우뫼로35길 32,,의료 서비스를 제공하는 곳,의료시설
의료법인 부원의료재단 서초요양병원,37.483128,127.00935,FU_BD,서울특별시 서초구 반포대로9길 42,,의료 서비스를 제공하는 곳,의료시설
가야치과병원,37.48928,126.992256,FU_BD,서울특별시 서초구 방배로 177,,의료 서비스를 제공하는 곳,의료시설
재단법인 동국한방병원,37.490276,126.992386,FU_BD,서울특별시 서초구 방배로 186,,의료 서비스를 제공하는 곳,의료시설
참푸른병원,37.493027,126.98994,FU_BD,서울특별시 서초구 방배로 223,,의료 서비스를 제공하는 곳,의료시설
필치과병원,37.49479,126.98888,FU_BD,서울특별시 서초구 방배로 245,,의료 서비스를 제공하는 곳,의료시설
의료법인 청해의료재단 제일병원,37.48783,126.99508,FU_BD,서울특별시 서초구 서초대로 116,,의료 서비스를 제공하는 곳,의료시설
365엠씨(mc)병원,37.492992,127.014114,FU_BD,서울특별시 서초구 서초중앙로 126,,의료 서비스를 제공하는 곳,의료시설
강남요양병원,37.49939,127.01208,FU_BD,서울특별시 서초구 서초중앙로 197,,의료 서비스를 제공하는 곳,의료시설
서울21세기병원,37.485294,127.01574,FU_BD,서울특별시 서초구 서초중앙로 39,,의료 서비스를 제공하는 곳,의료시설
국지공원,37.490047,126.94062,FU_BI,서울특별시 관악구 국회단지19길 23,공사중,산책과 휴식을 위한 공간,자연/휴식
참새공원,37.456875,126.886894,FU_BI,서울특별시 금천구 한내로 55,,산책과 휴식을 위한 공간,자연/휴식
파랑새어린이공원,37.45491,126.88888,FU_BI,서울특별시 금천구 한내로 62,,산책과 휴식을 위한 공간,자연/휴식
철쭉어린이공원,37.45304,126.88985,FU_BI,서울특별시 금천구 금하로1마길 15-8,,산책과 휴식을 위한 공간,자연/휴식
기쁨병원,37.48279,127.01802,FU_BD,서울특별시 서초구 서초중앙로 4,,의료 서비스를 제공하는 곳,의료시설
장덕한방병원,37.485806,127.01626,FU_BD,서울특별시 서초구 서초중앙로 42,,의료 서비스를 제공하는 곳,의료시설
세바른병원,37.485954,127.01535,FU_BD,서울특별시 서초구 서초중앙로 47,,의료 서비스를 제공하는 곳,의료시설
의료법인 참예원의료재단 서초참요양병원,37.459766,127.02535,FU_BD,서울특별시 서초구 양재대로 54,,의료 서비스를 제공하는 곳,의료시설
서울귀한이치과병원,37.507126,127.00984,FU_BD,서울특별시 서초구 잠원로 24,,의료 서비스를 제공하는 곳,의료시설
서울특별시어린이병원,37.455486,127.06915,FU_BD,서울특별시 서초구 헌릉로 260,,의료 서비스를 제공하는 곳,의료시설
연세슬기병원,37.56431,127.03069,FU_BD,서울특별시 성동구 무학로2길 8,,의료 서비스를 제공하는 곳,의료시설
한양대학교병원,37.559635,127.04419,FU_BD,서울특별시 성동구 왕십리로 222-1,,의료 서비스를 제공하는 곳,의료시설
9988병원,37.558598,127.03749,FU_BD,서울특별시 성동구 왕십리로 269,,의료 서비스를 제공하는 곳,의료시설
재단법인베스티안재단베스티안서울병원,37.565098,127.02803,FU_BD,서울특별시 성동구 왕십리로 382,,의료 서비스를 제공하는 곳,의료시설
시온요양병원,37.56047,127.06713,FU_BD,서울특별시 성동구 자동차시장1길 85,,의료 서비스를 제공하는 곳,의료시설
굿모닝요양병원,37.56073,127.06722,FU_BD,서울특별시 성동구 천호대로 436,,의료 서비스를 제공하는 곳,의료시설
다나움요양병원,37.51245,127.119865,FU_BD,서울특별시 송파구 가락로 278,,의료 서비스를 제공하는 곳,의료시설
더사랑요양병원,37.500633,127.14314,FU_BD,서울특별시 송파구 마천로 227,,의료 서비스를 제공하는 곳,의료시설
송파그랜드요양병원,37.499657,127.143776,FU_BD,서울특별시 송파구 마천로 238,,의료 서비스를 제공하는 곳,의료시설
의료법인일맥의료재단 인애가요양병원,37.505257,127.135155,FU_BD,서울특별시 송파구 마천로15길 6,,의료 서비스를 제공하는 곳,의료시설
학교법인혜화학원 대전대학교서울한방병원,37.48548,127.115845,FU_BD,서울특별시 송파구 법원로11길 32,,의료 서비스를 제공하는 곳,의료시설
강남푸른숲한방병원,37.502617,127.08703,FU_BD,서울특별시 송파구 삼전로 42,,의료 서비스를 제공하는 곳,의료시설
강남수병원,37.501335,127.08615,FU_BD,서울특별시 송파구 삼전로2길 11,,의료 서비스를 제공하는 곳,의료시설
드림요양병원,37.496716,127.12221,FU_BD,서울특별시 송파구 송이로 111,,의료 서비스를 제공하는 곳,의료시설
서울석병원,37.493797,127.12397,FU_BD,서울특별시 송파구 송이로 148,,의료 서비스를 제공하는 곳,의료시설
의료법인마리아의료재단마리아병원,37.493267,127.12443,FU_BD,서울특별시 송파구 송이로 152,,의료 서비스를 제공하는 곳,의료시설
강남센트럴요양병원,37.493008,127.12455,FU_BD,서울특별시 송파구 송이로 156,,의료 서비스를 제공하는 곳,의료시설
뉴스타트병원,37.49908,127.11946,FU_BD,서울특별시 송파구 송이로 76,,의료 서비스를 제공하는 곳,의료시설
한솔병원,37.506084,127.10592,FU_BD,서울특별시 송파구 송파대로 445,,의료 서비스를 제공하는 곳,의료시설
미래본병원,37.51533,127.09954,FU_BD,서울특별시 송파구 송파대로 562,,의료 서비스를 제공하는 곳,의료시설
잠실포레메디한방병원,37.511723,127.109634,FU_BD,서울특별시 송파구 오금로 129,,의료 서비스를 제공하는 곳,의료시설
포레힐요양병원,37.50971,127.11382,FU_BD,서울특별시 송파구 오금로 173,,의료 서비스를 제공하는 곳,의료시설
서울병원,37.503918,127.12471,FU_BD,서울특별시 송파구 오금로 290,,의료 서비스를 제공하는 곳,의료시설
옥계공원,37.460125,126.90037,FU_BI,서울특별시 금천구 시흥대로86길 20,,산책과 휴식을 위한 공간,자연/휴식
W-Mall(점포),37.47732,126.8877,FU_BA,서울특별시 금천구 디지털로 188,,역할 정보가 없습니다.,기타
한사랑공원,37.467724,126.90455,FU_BI,서울특별시 금천구 독산로70라길 5-6,,산책과 휴식을 위한 공간,자연/휴식
풍림공원,37.447937,126.90183,FU_BI,서울특별시 금천구 시흥대로 155,,산책과 휴식을 위한 공간,자연/휴식
해태공원,37.457767,126.901855,FU_BI,서울특별시 금천구 독산로41길 82,,산책과 휴식을 위한 공간,자연/휴식
금빛공원,37.453228,126.90409,FU_BI,서울특별시 금천구 금하로14길 6,,산책과 휴식을 위한 공간,자연/휴식
남서울공원,37.448265,126.90211,FU_BI,서울특별시 금천구 시흥대로 155,,산책과 휴식을 위한 공간,자연/휴식
꾸러기공원,37.44317,126.90586,FU_BI,서울특별시 금천구 시흥대로34길 17,,산책과 휴식을 위한 공간,자연/휴식
서울힐링요양병원,37.49908,127.12569,FU_BD,서울특별시 송파구 중대로 191,,의료 서비스를 제공하는 곳,의료시설
목동힘찬병원,37.52495,126.87689,FU_BD,서울특별시 양천구 신목로 120,,의료 서비스를 제공하는 곳,의료시설
서울특별시서남병원,37.511894,126.83316,FU_BD,서울특별시 양천구 신정이펜1로 20,,의료 서비스를 제공하는 곳,의료시설
일이삼전자타운,37.49779,126.862335,FU_BA,서울특별시 구로구 중앙로1길 42,,역할 정보가 없습니다.,기타
양천효요양병원,37.52431,126.851135,FU_BD,서울특별시 양천구 오목로 121,,의료 서비스를 제공하는 곳,의료시설
목동예치과병원,37.525692,126.859634,FU_BD,서울특별시 양천구 오목로 199,,의료 서비스를 제공하는 곳,의료시설
의료법인동신의료재단 동신병원,37.52462,126.87676,FU_BD,서울특별시 양천구 오목로 351,,의료 서비스를 제공하는 곳,의료시설
서울스마트요양병원,37.512753,126.8558,FU_BD,서울특별시 양천구 중앙로 181,,의료 서비스를 제공하는 곳,의료시설
목동제일여성병원,37.523026,126.85182,FU_BD,서울특별시 양천구 중앙로 300,,의료 서비스를 제공하는 곳,의료시설
가톨릭대학교 여의도성모병원,37.518085,126.936584,FU_BD,서울특별시 영등포구 63로 10,,의료 서비스를 제공하는 곳,의료시설
초록나무요양병원,37.501236,126.899345,FU_BD,서울특별시 영등포구 가마산로 368,,의료 서비스를 제공하는 곳,의료시설
금모래공원,37.53018,127.0824,FU_BI,서울특별시 광진구 뚝섬로56길 28,2022 12월11일까지 공사중,산책과 휴식을 위한 공간,자연/휴식
대림요양병원,37.50265,126.899765,FU_BD,서울특별시 영등포구 가마산로 381,,의료 서비스를 제공하는 곳,의료시설
자양공원,37.5336,127.06983,FU_BI,서울특별시 광진구 뚝섬로34길 25-19,공사중,산책과 휴식을 위한 공간,자연/휴식
서울센트럴요양병원,37.513935,126.898636,FU_BD,서울특별시 영등포구 경인로 767,,의료 서비스를 제공하는 곳,의료시설
태남홀딩스,37.508152,127.00371,FU_BA,서울특별시 서초구 잠원로3길 40,,역할 정보가 없습니다.,기타
래미안옥수리버젠상가,37.54428,127.015274,FU_BA,서울특별시 성동구 독서당로 223,,다양한 상업 활동이 이루어지는 곳,기타
새롬한방병원,37.50518,126.89741,FU_BD,서울특별시 영등포구 도신로 41,,의료 서비스를 제공하는 곳,의료시설
한림대학교 한강성심병원,37.52318,126.909706,FU_BD,서울특별시 영등포구 버드나루로7길 12,,의료 서비스를 제공하는 곳,의료시설
한림대학교 강남성심병원,37.4933,126.9087,FU_BD,서울특별시 영등포구 신길로 1,,의료 서비스를 제공하는 곳,의료시설
재단법인한국산업보건환경연구소부설 해상병원,37.50756,126.91068,FU_BD,서울특별시 영등포구 신길로 173,,의료 서비스를 제공하는 곳,의료시설
서울은빛요양병원,37.540844,126.89497,FU_BD,서울특별시 영등포구 양평로22사길 9,,의료 서비스를 제공하는 곳,의료시설
서울바른병원,37.50031,126.92002,FU_BD,서울특별시 영등포구 여의대방로 145,,의료 서비스를 제공하는 곳,의료시설
연세베스트요양병원,37.505356,126.92201,FU_BD,서울특별시 영등포구 여의대방로 203,,의료 서비스를 제공하는 곳,의료시설
대윤한방병원,37.514435,126.91792,FU_BD,서울특별시 영등포구 영등포로 358,,의료 서비스를 제공하는 곳,의료시설
한강수병원,37.52243,126.89086,FU_BD,서울특별시 영등포구 영등포로 83,,의료 서비스를 제공하는 곳,의료시설
씨엠병원,37.518856,126.904175,FU_BD,서울특별시 영등포구 영등포로36길 13,,의료 서비스를 제공하는 곳,의료시설
순천향대학교 부속 서울병원,37.533707,127.0043,FU_BD,서울특별시 용산구 대사관로 59,,의료 서비스를 제공하는 곳,의료시설
센트라스 G동,37.56668,127.02609,FU_BA,서울특별시 성동구 왕십리로 410,,역할 정보가 없습니다.,기타
삼부아파트상가,37.602947,127.02366,FU_BA,서울특별시 성북구 동소문로 248,,다양한 상업 활동이 이루어지는 곳,기타
한진스포츠센터,37.596523,127.01263,FU_BA,서울특별시 성북구 성북로4길 52,,역할 정보가 없습니다.,기타
송파테라타워2,37.487465,127.12014,FU_BA,서울특별시 송파구 송파대로 201,,역할 정보가 없습니다.,기타
상록빌딩,37.511444,127.08248,FU_BA,서울특별시 송파구 올림픽로 106,,역할 정보가 없습니다.,기타
신원빌딩,37.5114,127.08363,FU_BA,서울특별시 송파구 올림픽로 116-1,,역할 정보가 없습니다.,기타
비둘기공원,37.44152,126.906265,FU_BI,서울특별시 금천구 시흥대로26길 44,,산책과 휴식을 위한 공간,자연/휴식
까치공원,37.439613,126.90499,FU_BI,서울특별시 금천구 시흥대로14길 9,,산책과 휴식을 위한 공간,자연/휴식
단군어린이공원,37.455666,126.90866,FU_BI,서울특별시 금천구 독산로24길 49-3,,산책과 휴식을 위한 공간,자연/휴식
산장공원,37.46089,126.9125,FU_BI,서울특별시 금천구 독산로50길 177,,산책과 휴식을 위한 공간,자연/휴식
장미공원,37.46163,126.91221,FU_BI,서울특별시 금천구 독산로50길 166,,산책과 휴식을 위한 공간,자연/휴식
서울병원,37.60883,126.93073,FU_BD,서울특별시 은평구 진흥로 191,,의료 서비스를 제공하는 곳,의료시설
가톨릭대학교 은평성모병원,37.633564,126.915955,FU_BD,서울특별시 은평구 통일로 1021,,의료 서비스를 제공하는 곳,의료시설
미올한방병원,37.603477,126.935326,FU_BD,서울특별시 은평구 통일로 636,,의료 서비스를 제공하는 곳,의료시설
연세에덴요양병원,37.60611,126.93337,FU_BD,서울특별시 은평구 통일로 669,,의료 서비스를 제공하는 곳,의료시설
의료법인 청구성심병원,37.62079,126.919556,FU_BD,서울특별시 은평구 통일로 873,,의료 서비스를 제공하는 곳,의료시설
아미나요양병원,37.57226,126.971016,FU_BD,서울특별시 종로구 경희궁길 26,,의료 서비스를 제공하는 곳,의료시설
서울대학교치과병원,37.5777,126.99975,FU_BD,서울특별시 종로구 대학로 101,,의료 서비스를 제공하는 곳,의료시설
치휴한방병원,37.579174,127.00179,FU_BD,서울특별시 종로구 대학로 89,,의료 서비스를 제공하는 곳,의료시설
강북삼성병원,37.56829,126.96816,FU_BD,서울특별시 종로구 새문안로 29,,의료 서비스를 제공하는 곳,의료시설
서울적십자병원,37.56711,126.966995,FU_BD,서울특별시 종로구 새문안로 9,,의료 서비스를 제공하는 곳,의료시설
포레스트한방병원,37.574825,126.97294,FU_BD,서울특별시 종로구 새문안로5가길 33,,의료 서비스를 제공하는 곳,의료시설
세란병원,37.57518,126.95747,FU_BD,서울특별시 종로구 통일로 256,,의료 서비스를 제공하는 곳,의료시설
효봉어린이공원,37.4607,126.9105,FU_BI,서울특별시 금천구 독산로50다길 32-3,,산책과 휴식을 위한 공간,자연/휴식
송록공원,37.46134,126.90613,FU_BI,서울특별시 금천구 독산로44길 29,,산책과 휴식을 위한 공간,자연/휴식
은행공원,37.452145,126.907,FU_BI,서울특별시 금천구 금하로 689-2,,산책과 휴식을 위한 공간,자연/휴식
별장길공원,37.44819,126.90857,FU_BI,서울특별시 금천구 독산로8나길 14-1,,산책과 휴식을 위한 공간,자연/휴식
송림어린이공원,37.62704,127.08707,FU_BI,서울특별시 노원구 노원로 62,,산책과 휴식을 위한 공간,자연/휴식
마곡나루근린공원,37.566303,126.82217,FU_BI,,,산책과 휴식을 위한 공간,자연/휴식
씨알공원,37.627792,127.07343,FU_BI,서울특별시 노원구 동일로196길 26,,산책과 휴식을 위한 공간,자연/휴식
나래어린이공원,37.62696,127.07064,FU_BI,서울특별시 노원구 동일로195길 39,,산책과 휴식을 위한 공간,자연/휴식
로이병원,37.606823,126.969215,FU_BD,서울특별시 종로구 평창문화로 75,,의료 서비스를 제공하는 곳,의료시설
참바로병원,37.566036,127.01665,FU_BD,서울특별시 중구 다산로 258,,의료 서비스를 제공하는 곳,의료시설
서울송도병원,37.551163,127.00814,FU_BD,서울특별시 중구 다산로 78,,의료 서비스를 제공하는 곳,의료시설
반도정형외과병원,37.555984,127.01011,FU_BD,서울특별시 중구 동호로 202,,의료 서비스를 제공하는 곳,의료시설
인제대학교 서울백병원,37.565083,126.98885,FU_BD,서울특별시 중구 마른내로 9,,의료 서비스를 제공하는 곳,의료시설
라임나무치과병원,37.564003,126.98474,FU_BD,서울특별시 중구 명동길 43,,의료 서비스를 제공하는 곳,의료시설
국립중앙의료원,37.567425,127.00601,FU_BD,서울특별시 중구 을지로 245,,역할 정보가 없습니다.,기타
더블유치과병원,37.568115,127.008484,FU_BD,서울특별시 중구 장충단로 263,,의료 서비스를 제공하는 곳,의료시설
광화문자생한방병원,37.563614,126.96925,FU_BD,서울특별시 중구 통일로 92,,의료 서비스를 제공하는 곳,의료시설
연세스위트치과병원,37.56617,127.02191,FU_BD,서울특별시 중구 퇴계로 447,,의료 서비스를 제공하는 곳,의료시설
한누리치과병원,37.560944,126.982544,FU_BD,서울특별시 중구 퇴계로 97,,의료 서비스를 제공하는 곳,의료시설
공작공원,37.636505,127.07418,FU_BI,서울특별시 노원구 공릉로58나길 14-27,시설 재정비로 공사중,산책과 휴식을 위한 공간,자연/휴식
팔팔병원,37.59089,127.07971,FU_BD,서울특별시 중랑구 동일로 679,,의료 서비스를 제공하는 곳,의료시설
한걸음요양병원,37.596485,127.08753,FU_BD,서울특별시 중랑구 망우로 316,,의료 서비스를 제공하는 곳,의료시설
서울선병원,37.59863,127.09364,FU_BD,서울특별시 중랑구 망우로 373,,의료 서비스를 제공하는 곳,의료시설
경동한방병원,37.598663,127.09662,FU_BD,서울특별시 중랑구 망우로 400,,의료 서비스를 제공하는 곳,의료시설
의료법인풍산의료재단동부제일병원,37.600765,127.10927,FU_BD,서울특별시 중랑구 망우로 511,,의료 서비스를 제공하는 곳,의료시설
연세본병원,37.57962,127.08799,FU_BD,서울특별시 중랑구 면목로 310,,의료 서비스를 제공하는 곳,의료시설
강북21세기병원,37.594116,127.085785,FU_BD,서울특별시 중랑구 면목로 473,,의료 서비스를 제공하는 곳,의료시설
늘찬병원,37.587948,127.0797,FU_BD,서울특별시 중랑구 동일로 643,,의료 서비스를 제공하는 곳,의료시설
서울특별시서울의료원,37.61298,127.09797,FU_BD,서울특별시 중랑구 신내로 156,,역할 정보가 없습니다.,기타
서울특별시 북부병원,37.604305,127.10774,FU_BD,서울특별시 중랑구 양원역로 38,,의료 서비스를 제공하는 곳,의료시설
장스여성병원,37.599728,127.09758,FU_BD,서울특별시 중랑구 망우로 411,,의료 서비스를 제공하는 곳,의료시설
스카이쏠라빌딩,37.484966,127.03476,FU_BA,서울특별시 강남구 강남대로 238,,역할 정보가 없습니다.,기타
양재SK허브프리모,37.48531,127.0344,FU_BA,서울특별시 강남구 강남대로 240,,역할 정보가 없습니다.,기타
크리스탈빌딩,37.48536,127.034096,FU_BE,서울특별시 강남구 강남대로 242,,역할 정보가 없습니다.,기타
목원빌딩,37.485725,127.03394,FU_BA,서울특별시 강남구 강남대로 248,,역할 정보가 없습니다.,기타
황화빌딩,37.49189,127.03095,FU_BA,서울특별시 강남구 강남대로 320,,역할 정보가 없습니다.,기타
미왕빌딩,37.495552,127.02929,FU_BA,서울특별시 강남구 강남대로 364,,역할 정보가 없습니다.,기타
신사미타워,37.516865,127.019745,FU_BA,서울특별시 강남구 강남대로 616,,역할 정보가 없습니다.,기타
메트하임,37.48906,127.06718,FU_BA,서울특별시 강남구 개포로 504,,역할 정보가 없습니다.,기타
석탑프라자,37.492695,127.07563,FU_BA,서울특별시 강남구 개포로 615,,역할 정보가 없습니다.,기타
해오라기어린이공원,37.62547,127.07633,FU_BI,서울특별시 노원구 동일로186길 57-4,,산책과 휴식을 위한 공간,자연/휴식
미주메디컬빌딩,37.511787,126.9168,FU_BA,서울특별시 영등포구 도신로60길 2,,역할 정보가 없습니다.,기타
제이씨빌딩,37.52163,127.0286,FU_BA,서울특별시 강남구 논현로 820,,역할 정보가 없습니다.,기타
네오스,37.522575,127.02783,FU_BA,서울특별시 강남구 논현로 831,,역할 정보가 없습니다.,기타
재경빌딩,37.522823,127.02791,FU_BA,서울특별시 강남구 논현로 833,,역할 정보가 없습니다.,기타
원방빌딩,37.523243,127.02795,FU_BA,서울특별시 강남구 논현로 837,,역할 정보가 없습니다.,기타
원방프라자,37.523457,127.02862,FU_BA,서울특별시 강남구 논현로 838,,역할 정보가 없습니다.,기타
제이비미소빌딩,37.52406,127.027916,FU_BA,서울특별시 강남구 논현로 841,,역할 정보가 없습니다.,기타
압구정빌딩,37.524208,127.02875,FU_BA,서울특별시 강남구 논현로 842,,역할 정보가 없습니다.,기타
A857,37.52524,127.02806,FU_BA,서울특별시 강남구 논현로 857,,역할 정보가 없습니다.,기타
한강맨션,37.519386,126.97504,FU_BA,서울특별시 용산구 이촌로 248,,역할 정보가 없습니다.,기타
신창빌딩,37.598545,126.9104,FU_BA,서울특별시 은평구 갈현로 8,,역할 정보가 없습니다.,기타
대흥빌딩,37.61005,126.92807,FU_BA,서울특별시 은평구 불광로 17,,역할 정보가 없습니다.,기타
은경빌딩,37.600227,126.92309,FU_BA,서울특별시 은평구 은평로 136,,역할 정보가 없습니다.,기타
힐스에비뉴상가,37.600445,126.93445,FU_BA,서울특별시 은평구 은평로 240,,다양한 상업 활동이 이루어지는 곳,기타
비둘기공원,37.63002,127.06919,FU_BI,서울특별시 노원구 섬밭로 144,,산책과 휴식을 위한 공간,자연/휴식
벼루공원,37.621967,127.05646,FU_BI,서울특별시 노원구 광운로15길 51,,산책과 휴식을 위한 공간,자연/휴식
꿈동산공원,37.646828,127.07283,FU_BI,서울특별시 노원구 노원로22길 34,,산책과 휴식을 위한 공간,자연/휴식
샛별공원,37.682625,127.056725,FU_BI,서울특별시 노원구 동일로250길 17,,산책과 휴식을 위한 공간,자연/휴식
철쭉어린이공원,37.67775,127.0517,FU_BI,서울특별시 노원구 동일로241길 53,,산책과 휴식을 위한 공간,자연/휴식
샛말어린이공원,37.67617,127.05781,FU_BI,서울특별시 노원구 동일로242라길 17,,산책과 휴식을 위한 공간,자연/휴식
새마을어린이공원,37.67927,127.05254,FU_BI,서울특별시 노원구 동일로245가길 41,,산책과 휴식을 위한 공간,자연/휴식
유화프라자,37.620018,126.92001,FU_BA,서울특별시 은평구 통일로 863,,역할 정보가 없습니다.,기타
그랑서울,37.57111,126.98139,FU_BA,서울특별시 종로구 종로 33,,역할 정보가 없습니다.,기타
2431빌딩,37.56095,126.983864,FU_BA,서울특별시 중구 퇴계로 109,,역할 정보가 없습니다.,기타
늘푸른어린이공원,37.68073,127.056465,FU_BI,서울특별시 노원구 동일로248길 30,,산책과 휴식을 위한 공간,자연/휴식
배꽃공원,37.625927,127.09282,FU_BI,서울특별시 노원구 화랑로 621,,산책과 휴식을 위한 공간,자연/휴식
종달어린이새공원,37.668,127.06202,FU_BI,서울특별시 노원구 한글비석로54길 92,,산책과 휴식을 위한 공간,자연/휴식
한아름공원,37.657555,127.06134,FU_BI,서울특별시 노원구 동일로 1456,,산책과 휴식을 위한 공간,자연/휴식
용화공원,37.659042,127.056725,FU_BI,서울특별시 노원구 동일로221길 27,,산책과 휴식을 위한 공간,자연/휴식
소망어린이공원,37.653706,127.06506,FU_BI,서울특별시 노원구 동일로216길 47,,산책과 휴식을 위한 공간,자연/휴식
엄지어린이공원,37.65274,127.062965,FU_BI,서울특별시 노원구 동일로216길 47,,산책과 휴식을 위한 공간,자연/휴식
채송화공원,37.65171,127.05713,FU_BI,서울특별시 노원구 동일로215길 48,,산책과 휴식을 위한 공간,자연/휴식
기린공원,37.651985,127.05929,FU_BI,서울특별시 노원구 동일로215길 48,,산책과 휴식을 위한 공간,자연/휴식
느티울근린공원,37.649124,127.0581,FU_BI,서울특별시 노원구 동일로213길 52,,산책과 휴식을 위한 공간,자연/휴식
감나무공원,37.648632,127.05838,FU_BI,서울특별시 노원구 동일로213길 52,,산책과 휴식을 위한 공간,자연/휴식
사랑어린이공원,37.64712,127.060234,FU_BI,서울특별시 노원구 동일로213길 21,,산책과 휴식을 위한 공간,자연/휴식
은하수공원,37.63009,127.0441,FU_BI,서울특별시 노원구 덕릉로60길 222,,산책과 휴식을 위한 공간,자연/휴식
초안어린이공원,37.633945,127.051636,FU_BI,서울특별시 노원구 초안산로5길 22,,산책과 휴식을 위한 공간,자연/휴식
인덕마을공원,37.63157,127.05694,FU_BI,서울특별시 노원구 초안산로 12,,산책과 휴식을 위한 공간,자연/휴식
매봉공원,37.633026,127.059135,FU_BI,서울특별시 노원구 월계로55길 49,,산책과 휴식을 위한 공간,자연/휴식
